chrom begin end count_gene length_gene
LR999932.1 6600001 6700000 9 40889
LR999932.1 6700001 6800000 7 26066
LR999932.1 6800001 6900000 4 29261
LR999932.1 6900001 7000000 0 
LR999932.1 7000001 7100000 1 2223
LR999932.1 7100001 7200000 1 3985
LR999932.1 7200001 7300000 1 24460
LR999932.1 7300001 7400000 0 
LR999932.1 7400001 7500000 5 35211
LR999932.1 7500001 7600000 5 18037
LR999932.1 7600001 7700000 5 32504
LR999932.1 7700001 7800000 0 
LR999932.1 7800001 7900000 2 3078
LR999932.1 7900001 8000000 6 21962
LR999932.1 8000001 8100000 3 13202
LR999932.1 8100001 8200000 3 17480
LR999932.1 8200001 8300000 4 18966
LR999932.1 8300001 8400000 7 42761
LR999932.1 8400001 8500000 11 52597
LR999932.1 8500001 8600000 3 13399
LR999932.1 8600001 8700000 0 
LR999932.1 8700001 8800000 0 
LR999932.1 8800001 8900000 0 
LR999932.1 8900001 9000000 3 5731
LR999932.1 9000001 9100000 1 4724
LR999932.1 9100001 9200000 2 17932
LR999932.1 9200001 9300000 1 6404
LR999932.1 9300001 9400000 1 5206
LR999932.1 9400001 9500000 3 9655
LR999932.1 9500001 9600000 2 7280
LR999932.1 9600001 9700000 1 440
LR999932.1 9700001 9800000 1 122
LR999932.1 9800001 9900000 2 5838
LR999932.1 9900001 10000000 4 19512
LR999932.1 10000001 10100000 2 3042
LR999932.1 10100001 10200000 4 19970
LR999932.1 10200001 10300000 1 2588
LR999932.1 10300001 10400000 0 
LR999932.1 10400001 10500000 0 
LR999932.1 10500001 10600000 0 
LR999932.1 10600001 10700000 4 6010
LR999932.1 10700001 10800000 1 293
LR999932.1 10800001 10900000 1 5682
LR999932.1 10900001 11000000 0 
LR999932.1 11000001 11100000 0 
LR999932.1 11100001 11200000 0 
LR999932.1 11200001 11300000 7 27663
LR999932.1 11300001 11400000 4 12477
LR999932.1 11400001 11500000 4 10711
LR999932.1 11500001 11600000 6 26770
LR999932.1 11600001 11700000 10 43086
LR999932.1 11700001 11800000 1 7801
LR999932.1 11800001 11900000 5 23525
LR999932.1 11900001 12000000 1 3257
LR999932.1 12000001 12100000 2 3723
LR999932.1 12100001 12200000 0 
LR999932.1 12200001 12300000 0 
LR999932.1 12300001 12400000 2 12687
LR999932.1 12400001 12500000 0 
LR999932.1 12500001 12600000 4 13126
LR999932.1 12600001 12700000 10 31444
LR999932.1 12700001 12800000 6 25362
LR999932.1 12800001 12900000 0 
LR999932.1 12900001 13000000 0 
LR999932.1 13000001 13100000 10 47077
LR999932.1 13100001 13200000 4 28071
LR999932.1 13200001 13300000 6 34287
LR999932.1 13300001 13400000 3 13622
LR999932.1 13400001 13500000 0 
LR999932.1 13500001 13600000 3 12939
LR999932.1 13600001 13700000 1 4846
LR999932.1 13700001 13800000 0 
LR999932.1 13800001 13900000 0 
LR999932.1 13900001 14000000 8 34869
LR999932.1 14000001 14100000 3 28611
LR999932.1 14100001 14200000 1 4742
LR999932.1 14200001 14300000 1 1161
LR999932.1 14300001 14400000 4 23135
LR999932.1 14400001 14500000 3 23570
LR999932.1 14500001 14600000 2 29057
LR999932.1 14600001 14700000 4 21485
LR999932.1 14700001 14800000 3 9952
LR999932.1 14800001 14900000 7 64306
LR999932.1 14900001 15000000 10 14122
LR999932.1 15000001 15100000 1 968
LR999932.1 15100001 15200000 4 19783
LR999932.1 15200001 15300000 2 5199
LR999932.1 15300001 15400000 0 
LR999932.1 15400001 15426761 1 12119
