chrom begin end count_gene length_gene
LR999934.1 5500001 5600000 1 29376
LR999934.1 5600001 5700000 1 27415
LR999934.1 5700001 5800000 4 13569
LR999934.1 5800001 5900000 5 19882
LR999934.1 5900001 6000000 0 
LR999934.1 6000001 6100000 0 
LR999934.1 6100001 6200000 1 818
LR999934.1 6200001 6300000 0 
LR999934.1 6300001 6400000 1 4615
LR999934.1 6400001 6500000 1 14088
LR999934.1 6500001 6600000 5 41257
LR999934.1 6600001 6700000 1 11704
LR999934.1 6700001 6800000 0 
LR999934.1 6800001 6900000 5 47657
LR999934.1 6900001 7000000 4 26404
LR999934.1 7000001 7100000 0 
LR999934.1 7100001 7200000 0 
LR999934.1 7200001 7300000 0 
LR999934.1 7300001 7400000 3 41265
LR999934.1 7400001 7500000 2 8724
LR999934.1 7500001 7600000 7 41930
LR999934.1 7600001 7700000 3 16640
LR999934.1 7700001 7800000 7 44447
LR999934.1 7800001 7900000 0 
LR999934.1 7900001 8000000 2 9549
LR999934.1 8000001 8100000 11 37021
LR999934.1 8100001 8200000 2 5934
LR999934.1 8200001 8300000 2 4262
LR999934.1 8300001 8400000 4 36311
LR999934.1 8400001 8500000 4 21667
LR999934.1 8500001 8600000 4 37207
LR999934.1 8600001 8700000 0 
LR999934.1 8700001 8800000 5 9530
LR999934.1 8800001 8900000 1 9436
LR999934.1 8900001 9000000 4 35353
LR999934.1 9000001 9100000 5 15244
LR999934.1 9100001 9200000 10 65903
LR999934.1 9200001 9300000 5 24797
LR999934.1 9300001 9400000 3 32697
LR999934.1 9400001 9500000 5 20696
LR999934.1 9500001 9600000 7 23211
LR999934.1 9600001 9700000 6 21089
LR999934.1 9700001 9800000 0 
LR999934.1 9800001 9900000 0 
LR999934.1 9900001 10000000 3 29205
LR999934.1 10000001 10100000 3 4648
LR999934.1 10100001 10200000 3 12627
LR999934.1 10200001 10300000 12 38931
LR999934.1 10300001 10400000 7 38732
LR999934.1 10400001 10500000 11 78119
LR999934.1 10500001 10600000 1 13684
LR999934.1 10600001 10700000 4 29700
LR999934.1 10700001 10800000 2 4422
LR999934.1 10800001 10900000 6 28845
LR999934.1 10900001 11000000 0 
LR999934.1 11000001 11100000 4 21393
LR999934.1 11100001 11200000 1 818
LR999934.1 11200001 11300000 5 43498
LR999934.1 11300001 11400000 7 17018
LR999934.1 11400001 11500000 4 37126
LR999934.1 11500001 11600000 0 
LR999934.1 11600001 11700000 1 4310
LR999934.1 11700001 11800000 1 15494
LR999934.1 11800001 11900000 2 66971
LR999934.1 11900001 12000000 0 
LR999934.1 12000001 12100000 2 39072
LR999934.1 12100001 12200000 3 9707
LR999934.1 12200001 12300000 4 19338
LR999934.1 12300001 12400000 5 19896
LR999934.1 12400001 12500000 3 15765
LR999934.1 12500001 12600000 0 
LR999934.1 12600001 12700000 1 1313
LR999934.1 12700001 12800000 2 31659
LR999934.1 12800001 12900000 1 584
LR999934.1 12900001 13000000 4 5374
LR999934.1 13000001 13100000 1 5448
LR999934.1 13100001 13200000 3 51245
LR999934.1 13200001 13300000 6 14832
LR999934.1 13300001 13400000 1 1511
LR999934.1 13400001 13500000 0 
LR999934.1 13500001 13600000 1 16196
LR999934.1 13600001 13700000 3 7377
LR999934.1 13700001 13800000 9 22243
LR999934.1 13800001 13900000 4 23840
LR999934.1 13900001 14000000 1 6587
LR999934.1 14000001 14100000 0 
LR999934.1 14100001 14200000 4 29570
LR999934.1 14200001 14300000 4 26306
LR999934.1 14300001 14400000 4 21553
LR999934.1 14400001 14500000 5 43971
LR999934.1 14500001 14600000 7 55986
LR999934.1 14600001 14700000 5 56470
LR999934.1 14700001 14800000 10 44602
LR999934.1 14800001 14900000 6 28621
LR999934.1 14900001 14945938 2 8677
