Orthogroup	Bicyclus_anynana	Danaus_plexippus	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene	Junonia_coenia	Maniola_hyperantus	Pararge_aegeria	Vanessa_cardui	Vanessa_tameamea
OG0001984	2	2	0	1	1	3	1	1	1
OG0001985	2	1	1	1	1	1	3	1	1
OG0001986	1	1	1	1	1	1	1	1	4
OG0001987	1	1	2	3	0	1	1	1	2
OG0001988	1	2	1	1	1	3	1	1	1
OG0001989	1	1	1	1	2	1	1	2	2
OG0001990	1	1	1	1	1	2	2	1	2
OG0001991	1	1	0	1	2	3	2	1	1
OG0001992	1	2	1	1	1	1	1	2	2
OG0001993	1	1	1	2	2	1	1	2	1
OG0001994	1	1	1	2	1	2	2	1	1
OG0001995	2	1	2	1	1	2	1	1	1
OG0001996	1	1	2	1	1	1	1	1	3
OG0001997	1	1	1	1	3	1	2	1	1
OG0001998	1	1	1	0	2	2	1	2	2
OG0001999	1	1	2	1	2	1	1	2	1
OG0002000	2	1	2	1	1	1	1	2	1
OG0002001	2	3	1	1	1	1	1	1	1
OG0002002	1	2	1	1	2	1	1	1	2
OG0002003	1	1	1	1	1	2	2	1	2
OG0002004	2	1	1	1	2	1	1	2	1
OG0002005	1	1	2	2	1	1	1	2	1
OG0002007	1	1	1	0	2	1	2	3	1
OG0002008	1	2	2	2	1	1	1	1	1
OG0002009	1	1	0	1	3	1	2	1	2
OG0002010	1	1	2	1	2	1	1	2	1
OG0002011	1	1	4	1	1	1	1	1	1
OG0002012	1	2	2	1	1	1	1	2	1
OG0002013	1	2	2	1	1	1	1	2	1
OG0002014	1	1	2	1	2	1	1	2	1
OG0002015	1	3	1	1	2	1	1	1	1
OG0002016	1	1	1	1	1	1	2	1	3
OG0002018	2	1	2	1	2	1	1	1	1
OG0002019	2	1	2	1	2	1	1	1	1
OG0002020	2	2	2	0	2	1	1	1	1
OG0002021	1	1	1	1	1	1	1	2	3
OG0002022	1	2	1	1	1	1	3	1	1
OG0002023	1	1	0	1	2	2	2	2	1
OG0002024	1	1	2	1	2	1	2	1	1
OG0002025	1	1	1	1	1	1	3	1	2
OG0002026	1	1	2	1	1	1	1	3	1
OG0002027	1	1	4	1	1	1	1	1	1
OG0002028	1	1	1	1	1	1	3	1	2
OG0002029	1	1	2	2	2	1	1	1	1
OG0002030	1	1	1	2	1	1	2	1	2
OG0002031	1	1	2	1	2	2	1	1	1
OG0002032	2	1	0	1	1	1	1	3	2
OG0002033	1	1	1	1	1	1	3	2	1
OG0002034	1	1	1	1	1	2	2	1	2
OG0002035	1	2	2	1	1	1	1	2	1
OG0002036	1	2	0	1	1	2	3	1	1
OG0002037	2	4	1	2	0	1	0	1	1
OG0002038	1	1	1	1	1	2	2	1	2
OG0002039	1	1	4	1	1	1	1	1	1
OG0002040	1	2	2	1	1	1	1	2	1
OG0002041	1	2	1	1	2	1	1	2	1
OG0002042	1	3	1	1	2	1	1	1	1
OG0002044	1	1	3	1	1	1	2	1	1
OG0002045	2	2	0	2	1	1	1	2	1
OG0002046	1	1	4	1	1	1	1	1	1
OG0002047	1	1	4	1	1	1	1	1	1
OG0002049	2	1	0	1	3	1	1	2	1
OG0002050	2	2	1	1	1	1	2	1	1
OG0002051	1	1	1	1	1	1	2	2	2
OG0002052	1	1	1	1	2	1	1	2	2
OG0002053	1	2	2	2	1	1	1	1	1
OG0002054	2	1	1	1	2	1	1	2	1
OG0002055	1	1	1	1	1	2	1	1	3
OG0002056	2	1	1	1	1	2	2	1	1
OG0002057	1	1	3	1	1	1	2	1	1
OG0002058	1	1	2	1	1	2	1	1	2
OG0002059	1	1	1	0	1	1	3	1	3
OG0002060	2	1	1	1	1	2	1	2	1
OG0002061	1	1	1	1	1	3	1	1	2
OG0002062	1	1	1	1	1	1	3	1	2
OG0002063	1	1	1	1	1	2	2	1	2
OG0002064	2	2	0	1	2	1	1	2	1
OG0002065	1	2	1	1	2	1	1	2	1
OG0002066	1	4	1	1	1	1	1	1	1
OG0002067	1	2	0	1	3	1	1	2	1
OG0002068	1	2	1	1	2	1	1	2	1
OG0002069	1	1	2	1	1	2	2	1	1
OG0002070	1	1	4	1	1	1	1	1	1
OG0002071	1	1	1	2	2	1	1	2	1
OG0002072	1	1	2	1	2	1	1	2	1
OG0002073	2	2	1	1	2	1	1	1	1
OG0002074	2	1	1	1	1	1	2	1	2
OG0002075	1	1	1	1	1	2	2	1	2
OG0002076	1	1	1	1	0	2	4	1	1
OG0002077	1	1	1	1	1	1	1	1	4
OG0002078	1	1	2	1	2	1	1	2	1
OG0002079	1	1	3	2	1	1	1	1	1
OG0002080	2	1	1	1	2	1	1	2	1
OG0002081	1	1	1	1	1	3	2	1	1
OG0002082	1	2	1	1	1	1	2	2	1
OG0002083	2	1	1	1	2	2	1	1	1
OG0002084	2	1	1	1	1	1	2	1	2
OG0002085	1	1	1	1	1	4	1	1	1
OG0002086	1	2	2	1	2	1	1	1	1
OG0002087	1	1	3	1	1	2	1	1	1
OG0002088	2	3	1	1	1	1	1	1	1
OG0002089	1	1	2	1	1	1	1	2	2
OG0002090	1	1	1	0	2	2	1	2	2
OG0002091	1	1	1	1	1	1	4	1	1
OG0002092	1	1	1	1	1	1	1	1	4
OG0002093	1	1	2	1	2	1	1	2	1
OG0002094	1	1	1	2	1	1	2	1	2
OG0002095	1	1	1	1	1	2	1	2	2
OG0002096	1	1	1	1	1	3	2	1	1
OG0002097	1	1	2	1	2	1	1	2	1
OG0002098	1	1	1	1	1	3	1	1	2
OG0002099	1	1	1	1	1	1	1	2	3
OG0002100	1	3	1	1	1	1	2	1	1
OG0002102	2	1	2	0	2	1	1	2	1
OG0002104	2	1	1	1	2	1	2	1	1
OG0002105	4	1	1	1	1	1	1	1	1
OG0002106	3	1	2	1	1	1	1	1	1
OG0002107	1	2	1	1	1	1	2	2	1
OG0002108	1	1	1	1	3	1	1	2	1
OG0002109	1	2	1	1	2	1	1	2	1
OG0002110	1	2	2	1	2	1	1	1	1
OG0002111	1	1	1	1	1	1	3	1	2
OG0002112	1	1	1	3	2	1	1	1	1
OG0002113	1	1	1	2	3	1	1	1	1
OG0002114	2	1	1	1	3	1	1	1	1
OG0002115	1	1	2	3	1	1	1	1	1
OG0002116	1	1	2	1	1	1	1	1	3
OG0002117	1	2	1	1	3	1	1	1	1
OG0002118	1	1	1	1	1	1	3	2	1
OG0002119	1	2	2	2	1	1	1	1	1
OG0002120	1	1	2	1	1	1	1	3	1
OG0002122	1	1	0	1	1	4	2	1	1
OG0002123	2	1	1	1	1	1	1	2	2
OG0002124	2	1	1	1	1	1	1	1	3
OG0002125	2	1	2	1	2	1	1	1	1
OG0002126	1	1	2	1	2	2	1	1	1
OG0002127	1	1	2	1	2	1	1	2	1
OG0002128	1	1	2	1	1	1	1	3	1
OG0002129	2	1	1	2	1	1	1	2	1
OG0002130	1	1	1	1	1	1	3	1	2
OG0002131	1	0	0	0	1	2	3	2	3
OG0002132	1	1	1	1	1	4	1	1	1
OG0002133	1	1	3	1	1	2	1	1	1
OG0002134	1	1	4	1	1	1	1	1	1
OG0002135	2	1	1	1	1	1	2	1	2
OG0002136	2	1	1	1	1	2	2	1	1
OG0002137	1	1	1	1	2	1	1	2	2
OG0002138	1	2	1	1	1	2	2	1	1
OG0002139	1	1	1	1	1	1	4	1	1
OG0002140	1	1	2	1	2	1	1	2	1
OG0002141	1	1	4	1	1	1	1	1	1
OG0002142	1	1	1	1	1	1	1	1	4
OG0002143	1	1	4	1	1	1	1	1	1
OG0002144	1	1	1	1	1	1	3	1	2
OG0002146	2	1	1	2	1	1	2	1	1
OG0002147	1	1	2	2	1	1	1	2	1
OG0002148	1	1	4	1	1	1	1	1	1
OG0002149	1	2	2	1	1	1	1	2	1
OG0002150	1	2	2	2	1	1	1	1	1
OG0002152	1	1	2	1	2	1	1	2	1
OG0002153	1	2	1	1	1	1	3	1	1
OG0002154	1	1	0	2	3	1	1	2	1
OG0002155	1	1	2	1	2	1	1	2	1
OG0002156	1	1	2	1	2	1	1	2	1
OG0002157	1	1	1	0	5	1	1	1	1
OG0002158	1	1	2	1	2	1	1	2	1
OG0002160	1	1	2	1	3	1	1	1	1
OG0002161	1	1	1	1	1	1	3	1	2
OG0002163	1	2	0	1	1	1	3	1	2
OG0002164	1	1	3	1	1	1	1	2	1
OG0002165	1	1	1	1	1	2	1	1	3
OG0002166	1	2	1	1	2	1	1	2	1
OG0002167	3	1	1	1	2	1	1	1	1
OG0002168	1	1	1	2	1	1	2	1	2
OG0002169	2	1	0	2	1	1	1	2	2
OG0002170	1	2	1	2	2	1	1	1	1
OG0002171	1	1	1	2	2	1	1	2	1
OG0002172	1	1	1	1	2	1	1	3	1
OG0002173	1	1	1	1	1	1	1	1	4
OG0002174	1	1	2	1	1	1	1	3	1
OG0002175	1	3	1	2	1	1	1	1	1
OG0002177	1	2	2	1	2	1	1	1	1
OG0002178	1	1	3	1	2	1	1	1	1
OG0002179	1	1	1	2	1	1	2	2	1
OG0002180	1	1	2	1	2	2	1	1	1
OG0002181	2	1	1	1	1	2	1	1	2
OG0002182	1	1	1	1	1	2	3	1	1
OG0002183	1	1	1	0	1	4	1	1	2
OG0002184	1	1	2	1	2	2	1	1	1
OG0002185	1	3	2	1	1	1	1	1	1
OG0002186	1	1	2	1	3	1	1	1	1
OG0002187	3	2	1	1	1	1	1	1	1
OG0002188	2	1	2	1	2	1	1	1	1
OG0002189	1	1	3	1	1	1	1	2	1
OG0002190	2	1	1	1	2	1	1	2	1
OG0002191	1	1	1	1	2	2	2	1	1
OG0002193	1	1	2	1	1	1	2	1	2
OG0002194	1	1	2	1	1	3	1	1	1
OG0002195	1	0	1	4	1	1	1	1	2
OG0002196	2	2	0	1	2	1	1	2	1
OG0002197	1	1	1	1	2	2	2	1	1
OG0002198	2	3	0	1	2	1	1	1	1
OG0002200	1	2	1	1	1	1	3	1	1
OG0002201	1	1	1	1	1	3	1	1	2
OG0002202	1	1	1	1	2	0	1	3	2
OG0002203	1	1	1	0	1	2	2	2	2
OG0002204	2	2	0	2	1	1	1	2	1
OG0002205	1	1	1	2	1	3	1	1	1
OG0002206	1	1	1	1	1	3	2	1	1
OG0002207	1	1	2	1	3	1	1	1	1
OG0002208	1	1	2	1	1	2	1	1	2
OG0002209	1	1	1	1	3	1	1	2	1
OG0002211	1	1	1	1	1	1	1	1	4
OG0002212	1	1	2	1	1	1	2	2	1
OG0002213	1	1	4	1	1	1	1	1	1
OG0002214	1	1	3	1	1	1	1	2	1
OG0002215	1	2	2	1	0	1	1	3	1
OG0002216	1	1	1	1	1	1	3	1	2
OG0002217	1	2	2	2	1	1	1	1	1
OG0002218	1	1	2	1	2	1	1	2	1
OG0002219	1	2	1	1	2	1	2	1	1
OG0002220	2	1	1	1	2	2	1	1	1
OG0002221	1	1	1	1	1	1	1	3	2
OG0002222	2	2	1	1	2	1	1	1	1
OG0002223	2	2	1	1	2	1	1	1	1
OG0002224	1	1	1	1	3	1	1	2	1
OG0002225	1	1	4	1	1	1	1	1	1
OG0002226	2	2	1	2	1	1	1	1	1
OG0002227	1	1	5	0	1	1	1	1	1
OG0002228	0	3	2	1	1	1	1	2	1
OG0002230	0	2	2	1	2	2	1	1	1
OG0002231	0	2	2	2	2	1	1	1	1
OG0002232	0	1	2	1	3	1	1	2	1
OG0002233	0	1	3	1	2	1	1	2	1
OG0002234	0	1	1	1	1	1	5	1	1
OG0002235	0	1	2	2	1	2	2	1	1
OG0002236	0	1	1	0	8	0	0	2	0
OG0002237	0	0	1	0	0	0	0	11	0
OG0002240	0	0	5	1	1	1	2	1	1
OG0002247	2	1	1	1	1	1	1	2	1
OG0002248	2	1	1	2	1	1	1	1	1
OG0002249	2	1	1	1	0	2	1	1	2
OG0002250	1	2	1	1	1	1	1	2	1
OG0002251	2	1	1	1	2	1	1	1	1
OG0002253	1	2	1	1	1	2	1	1	1
OG0002255	1	1	1	1	0	1	1	4	1
OG0002256	1	1	1	1	1	3	1	1	1
OG0002257	1	2	2	1	1	1	1	1	1
OG0002258	1	1	1	0	1	2	2	1	2
OG0002259	2	1	1	1	2	1	1	1	1
OG0002261	2	1	1	1	2	1	1	1	1
OG0002262	2	1	2	1	1	1	1	1	1
OG0002263	2	1	1	1	1	1	1	2	1
OG0002264	1	1	1	2	2	1	1	1	1
OG0002265	1	1	1	1	1	3	1	1	1
OG0002266	1	1	1	3	1	1	1	1	1
OG0002267	1	1	1	1	2	1	1	2	1
OG0002268	1	1	1	1	1	2	1	1	2
OG0002269	1	1	1	2	1	1	1	2	1
OG0002270	1	1	2	1	1	1	1	2	1
OG0002271	2	1	1	1	1	2	1	1	1
OG0002272	1	1	1	1	1	2	1	2	1
OG0002273	2	1	1	1	1	1	2	1	1
OG0002275	1	1	1	0	1	3	1	1	2
OG0002276	2	1	1	1	1	1	2	1	1
OG0002277	1	1	2	2	1	1	1	1	1
OG0002278	1	2	1	1	1	1	1	1	2
OG0002279	1	1	2	2	1	1	1	1	1
OG0002280	1	1	2	2	1	1	1	1	1
OG0002281	1	2	1	1	1	1	2	1	1
OG0002282	1	1	1	1	1	2	1	2	1
OG0002283	2	1	2	1	1	1	1	1	1
OG0002284	1	1	1	1	1	1	1	3	1
OG0002286	1	1	3	0	1	2	1	1	1
OG0002287	2	1	2	1	1	1	1	1	1
OG0002288	1	2	1	1	2	1	1	1	1
OG0002289	1	1	1	1	1	1	2	2	1
OG0002290	2	1	2	1	1	1	1	1	1
OG0002291	1	1	3	1	1	1	1	1	1
OG0002292	1	1	1	3	0	2	1	1	1
OG0002293	1	1	1	1	1	1	2	1	2
OG0002294	1	2	1	1	2	1	1	1	1
OG0002295	1	1	1	1	1	1	1	3	1
OG0002296	1	1	2	1	2	1	1	1	1
OG0002297	1	1	1	1	2	1	1	2	1
OG0002298	1	1	1	1	1	1	2	2	1
OG0002299	2	1	2	1	1	1	1	1	1
OG0002300	2	1	1	1	2	1	1	1	1
OG0002301	1	2	1	1	1	1	2	1	1
OG0002302	1	2	1	1	1	1	1	1	2
OG0002303	1	2	1	1	2	1	1	1	1
OG0002305	2	2	1	1	1	1	1	1	1
OG0002306	1	1	1	3	1	1	1	1	1
OG0002307	1	1	1	1	1	1	3	1	1
OG0002308	1	1	3	1	1	1	1	1	1
OG0002309	2	1	1	1	1	2	1	1	1
OG0002310	1	1	1	1	1	2	2	1	1
OG0002311	2	1	1	1	2	1	1	1	1
OG0002312	1	1	1	1	1	2	1	1	2
OG0002313	1	1	1	1	2	1	1	1	2
OG0002314	1	2	1	1	2	1	1	1	1
OG0002315	1	1	1	1	2	1	1	2	1
OG0002316	1	1	2	1	1	1	1	2	1
OG0002317	2	1	1	2	1	1	1	1	1
OG0002318	1	2	1	1	1	1	2	1	1
OG0002319	2	2	1	1	1	1	1	1	1
OG0002321	1	1	1	1	1	1	1	1	3
OG0002322	1	1	1	1	1	1	2	2	1
OG0002323	1	1	2	1	2	1	1	1	1
OG0002324	1	1	1	1	2	1	1	1	2
OG0002325	2	2	1	0	2	1	1	1	1
OG0002326	2	1	1	1	2	1	1	1	1
OG0002327	1	1	2	1	1	1	1	2	1
OG0002328	2	1	1	1	1	2	1	1	1
OG0002329	1	1	2	1	1	1	2	1	1
OG0002330	1	1	1	1	2	1	2	1	1
OG0002331	1	1	1	1	2	1	1	2	1
OG0002332	1	1	2	0	1	2	1	3	0
OG0002333	1	1	1	1	1	1	2	1	2
OG0002334	2	1	1	1	2	1	1	1	1
OG0002335	2	1	1	1	2	1	1	1	1
OG0002337	3	1	1	1	1	1	1	1	1
OG0002338	1	2	1	1	1	1	1	2	1
OG0002339	1	1	1	1	1	1	2	1	2
OG0002340	1	2	1	1	1	1	1	1	2
OG0002341	1	2	2	1	1	1	1	1	1
OG0002343	1	1	0	0	3	1	1	3	1
OG0002344	1	1	2	1	1	1	2	1	1
OG0002346	1	1	1	1	1	1	1	3	1
OG0002347	2	1	0	1	2	1	1	2	1
OG0002348	1	1	3	1	1	1	1	1	1
OG0002349	2	1	1	1	1	1	2	1	1
OG0002350	1	1	1	1	1	2	2	1	1
OG0002351	1	1	2	1	1	1	1	2	1
OG0002352	2	1	1	1	1	1	1	2	1
OG0002353	1	1	0	1	1	4	1	1	1
OG0002354	1	1	2	1	2	1	1	1	1
OG0002355	1	1	2	1	1	1	1	1	2
OG0002356	1	1	2	1	2	1	1	1	1
OG0002357	1	3	1	0	2	1	1	1	1
OG0002358	1	1	3	1	1	1	1	1	1
OG0002359	2	0	1	1	1	2	1	2	1
OG0002360	2	1	1	1	1	1	1	2	1
OG0002361	3	1	1	1	1	1	1	1	1
OG0002362	1	2	1	1	1	2	1	1	1
OG0002363	1	1	3	1	1	1	1	1	1
OG0002364	1	1	1	2	1	1	2	1	1
OG0002365	1	1	1	1	1	3	1	1	1
OG0002366	1	1	1	1	2	1	1	1	2
OG0002367	1	2	2	1	1	1	1	1	1
OG0002368	1	1	0	1	1	1	2	1	3
OG0002369	1	1	2	1	2	1	1	1	1
OG0002372	2	1	1	1	1	1	1	2	1
OG0002373	1	1	1	1	1	1	2	2	1
OG0002374	1	1	4	1	0	1	1	1	1
OG0002375	1	2	1	1	2	1	1	1	1
OG0002376	1	2	1	1	1	1	2	1	1
OG0002377	1	1	2	1	1	2	1	1	1
OG0002378	1	2	0	2	2	1	1	1	1
OG0002379	2	1	1	1	2	1	1	1	1
OG0002380	2	1	1	1	1	1	1	1	2
OG0002381	1	1	2	1	2	1	1	1	1
OG0002382	1	2	2	1	1	1	1	1	1
OG0002383	1	1	1	1	1	2	1	1	2
OG0002384	1	1	1	1	1	1	2	1	2
OG0002385	2	1	0	1	2	1	1	2	1
OG0002387	2	1	2	1	1	1	1	1	1
OG0002388	2	1	2	1	1	1	1	1	1
OG0002389	1	1	1	1	2	1	1	2	1
OG0002390	2	1	1	1	1	1	1	2	1
OG0002391	1	1	1	1	1	1	1	1	3
OG0002393	1	2	1	1	1	1	2	1	1
OG0002394	2	1	2	1	1	1	1	1	1
OG0002395	2	1	1	2	1	1	1	1	1
OG0002396	1	1	1	1	0	1	1	1	4
OG0002397	1	1	1	1	1	1	1	2	2
OG0002398	2	1	1	1	2	1	1	1	1
OG0002399	3	1	1	1	1	1	1	1	1
OG0002400	1	1	3	1	1	1	1	1	1
OG0002401	1	2	0	1	1	2	1	2	1
OG0002402	1	1	1	1	1	1	3	1	1
OG0002403	1	1	1	1	1	2	2	1	1
OG0002404	1	1	2	2	1	1	1	1	1
OG0002405	1	1	1	1	1	2	2	1	1
OG0002406	1	1	2	1	1	1	1	1	2
OG0002407	3	1	1	1	1	1	1	1	1
OG0002408	1	2	2	1	1	1	1	1	1
OG0002410	1	1	2	2	1	1	1	1	1
OG0002411	1	3	1	1	1	1	1	1	1
OG0002412	1	2	1	1	1	1	1	1	2
OG0002413	1	1	1	1	2	1	1	2	1
OG0002415	1	2	0	2	1	1	2	1	1
OG0002416	1	1	2	1	2	1	1	1	1
OG0002417	1	2	2	1	1	1	1	1	1
OG0002418	1	1	3	1	1	1	1	1	1
OG0002420	1	1	3	1	1	1	1	1	1
OG0002421	1	1	1	1	1	1	1	2	2
OG0002422	1	1	3	1	1	1	1	1	1
OG0002423	1	2	0	2	2	1	1	1	1
OG0002424	2	1	1	1	3	0	1	1	1
OG0002425	1	1	1	1	2	1	1	2	1
OG0002426	1	1	2	1	1	1	2	1	1
OG0002427	2	1	0	1	1	3	1	1	1
OG0002428	1	1	1	1	1	1	1	1	3
OG0002429	2	1	1	1	2	1	1	1	1
OG0002430	2	2	1	1	1	1	1	1	1
OG0002431	2	2	1	1	1	1	1	1	1
OG0002432	1	2	1	1	2	1	1	1	1
OG0002433	1	1	2	1	1	1	1	2	1
OG0002434	1	1	2	1	0	2	2	1	1
OG0002435	2	1	2	1	1	1	1	1	1
OG0002436	1	2	0	1	3	1	1	1	1
OG0002437	3	1	1	1	1	1	1	1	1
OG0002438	1	1	1	1	1	2	2	1	1
OG0002439	1	1	1	2	1	1	1	2	1
OG0002440	1	2	1	1	2	1	1	1	1
OG0002441	1	2	0	2	1	1	1	2	1
OG0002442	1	1	1	1	1	1	1	1	3
OG0002443	2	1	1	2	1	1	1	1	1
OG0002444	1	1	1	1	2	1	1	1	2
OG0002445	1	2	1	1	1	1	1	2	1
OG0002446	1	1	1	2	1	2	1	1	1
OG0002447	1	1	1	1	1	2	1	1	2
OG0002448	1	3	1	1	1	1	1	1	1
OG0002449	1	1	1	1	1	2	1	1	2
OG0002450	1	1	1	1	1	1	2	1	2
OG0002451	1	3	1	1	1	1	1	1	1
OG0002452	1	1	1	1	2	1	1	2	1
OG0002453	1	1	1	1	2	1	1	2	1
OG0002455	1	1	2	1	1	1	1	2	1
OG0002456	1	1	1	1	2	1	1	1	2
OG0002457	1	2	1	1	1	1	2	1	1
OG0002458	2	1	1	0	2	1	1	2	1
OG0002459	1	1	1	1	1	1	2	1	2
OG0002460	1	1	1	1	1	1	1	1	3
OG0002461	1	2	1	1	1	1	1	1	2
OG0002462	2	1	1	0	1	1	1	1	3
OG0002463	1	1	0	1	1	1	2	1	3
OG0002464	1	1	2	2	1	1	1	1	1
OG0002465	1	1	3	1	1	1	1	1	1
OG0002466	1	1	1	1	1	1	1	1	3
OG0002467	1	1	1	1	2	1	1	2	1
OG0002468	2	2	2	1	2	0	0	2	0
OG0002469	1	3	1	1	1	1	1	1	1
OG0002470	1	1	3	1	1	1	1	1	1
OG0002471	1	1	1	2	1	1	1	2	1
OG0002472	1	2	1	1	2	1	1	1	1
OG0002473	1	1	1	1	1	1	4	1	0
OG0002475	1	1	1	1	1	1	3	1	1
OG0002477	2	1	1	1	1	1	1	1	2
OG0002479	1	1	2	2	0	2	1	1	1
OG0002481	3	1	1	1	1	1	1	1	1
OG0002482	2	1	1	1	2	0	1	1	2
OG0002483	1	2	1	1	2	1	1	1	1
OG0002484	1	1	2	1	1	1	1	2	1
OG0002485	1	1	1	1	0	1	4	1	1
OG0002486	2	1	2	1	1	1	1	1	1
OG0002487	1	1	2	2	1	1	1	1	1
OG0002488	2	1	2	1	1	1	1	1	1
OG0002489	1	1	2	1	2	1	1	1	1
OG0002490	1	1	2	1	1	1	1	1	2
OG0002491	1	1	1	1	2	1	1	2	1
OG0002492	2	0	1	0	1	3	2	1	1
OG0002493	2	2	1	1	1	1	1	1	1
OG0002494	2	2	1	1	1	1	1	1	1
OG0002495	1	1	1	1	1	1	3	1	1
OG0002496	1	1	2	1	1	1	1	2	1
OG0002497	1	1	1	1	2	1	1	2	1
OG0002498	1	1	1	1	2	1	1	2	1
OG0002499	2	1	1	1	2	1	1	1	1
OG0002500	1	2	1	1	1	1	1	2	1
OG0002501	2	1	0	1	1	2	2	1	1
OG0002502	2	1	1	1	1	1	2	1	1
OG0002503	1	1	3	1	1	1	1	1	1
OG0002504	2	1	1	1	1	1	2	1	1
OG0002505	1	1	1	1	1	1	1	1	3
OG0002506	1	1	2	2	1	1	1	1	1
OG0002507	1	1	1	1	1	1	1	3	1
OG0002508	1	1	2	2	1	1	1	1	1
OG0002509	1	1	1	1	2	2	1	1	1
OG0002510	2	2	1	1	0	2	1	1	1
OG0002511	3	1	0	0	2	1	1	2	1
OG0002512	1	1	1	1	2	1	1	2	1
OG0002513	1	1	1	1	1	2	2	1	1
OG0002514	1	1	1	1	1	1	1	1	3
OG0002515	2	1	1	1	1	1	1	2	1
OG0002516	1	1	1	1	1	1	1	2	2
OG0002517	2	1	1	1	1	2	1	1	1
OG0002518	2	1	1	1	1	1	1	1	2
OG0002519	1	1	2	1	1	1	1	2	1
OG0002520	2	1	2	1	1	1	1	1	1
OG0002521	2	1	2	1	1	1	1	1	1
OG0002522	2	1	2	1	1	1	1	1	1
OG0002523	1	1	2	1	2	1	1	1	1
OG0002524	1	1	1	1	1	1	3	1	1
OG0002525	1	2	2	1	1	1	1	1	1
OG0002526	1	1	1	1	1	1	3	1	1
OG0002528	1	1	1	1	2	1	1	2	1
OG0002529	1	1	2	1	2	1	1	1	1
OG0002530	1	2	2	1	1	1	1	1	1
OG0002531	1	1	3	1	1	1	1	1	1
OG0002532	1	1	3	1	1	1	1	1	1
OG0002533	1	1	1	1	1	2	1	1	2
OG0002534	2	1	2	1	1	1	1	1	1
OG0002535	1	2	1	1	1	1	2	1	1
OG0002536	1	1	2	1	1	1	1	2	1
OG0002537	1	1	1	1	1	1	1	2	2
OG0002538	2	2	1	1	1	1	1	1	1
OG0002539	1	1	1	1	1	1	3	1	1
OG0002540	1	1	1	1	1	1	1	1	3
OG0002541	1	1	2	2	1	1	1	1	1
OG0002542	2	1	2	1	1	1	1	1	1
OG0002543	1	1	2	1	1	1	1	2	1
OG0002544	1	1	2	1	2	1	1	1	1
OG0002545	1	1	1	1	3	1	1	1	1
OG0002546	1	0	0	1	1	3	2	1	2
OG0002547	1	1	2	1	1	1	1	2	1
OG0002548	1	1	1	1	1	1	2	1	2
OG0002549	1	1	1	1	1	2	2	1	1
OG0002550	2	1	1	1	2	1	1	1	1
OG0002551	1	1	1	1	1	2	1	1	2
OG0002552	2	1	1	1	1	1	1	2	1
OG0002553	1	1	1	1	3	1	1	1	1
OG0002554	1	1	1	1	1	1	3	1	1
OG0002555	2	1	1	1	1	2	1	1	1
OG0002556	1	0	1	1	0	3	1	1	3
OG0002557	1	1	2	1	1	1	1	1	2
OG0002558	2	1	1	1	1	1	2	1	1
OG0002559	1	1	1	1	1	2	2	1	1
OG0002560	2	1	1	0	1	2	2	1	1
OG0002562	1	1	1	1	1	2	2	1	1
OG0002563	1	1	1	1	1	1	3	1	1
OG0002564	1	1	1	1	3	1	1	1	1
OG0002565	1	2	1	1	1	1	2	1	1
OG0002566	2	1	1	1	1	1	1	2	1
OG0002567	1	1	3	0	1	1	1	2	1
OG0002568	1	1	1	1	1	1	1	2	2
OG0002569	1	2	1	1	1	1	2	1	1
OG0002570	1	1	2	1	1	1	1	1	2
OG0002571	1	1	1	1	1	2	1	1	2
OG0002572	1	2	1	2	1	1	1	1	1
OG0002574	1	2	2	1	1	1	1	1	1
OG0002575	1	1	2	1	2	1	1	1	1
OG0002576	1	1	1	1	1	2	2	1	1
OG0002577	2	1	2	1	1	1	1	1	1
OG0002578	1	1	1	1	1	1	2	1	2
OG0002579	1	2	1	1	2	2	1	1	0
OG0002580	1	1	1	1	2	1	1	2	1
OG0002581	1	3	1	1	1	1	1	1	1
OG0002582	1	1	1	1	1	3	1	1	1
OG0002583	2	1	1	1	1	1	1	1	2
OG0002584	1	1	3	1	1	1	1	1	1
OG0002585	1	1	1	1	1	1	3	1	1
OG0002586	1	1	1	1	1	1	3	1	1
OG0002587	1	1	2	1	1	1	2	1	1
OG0002588	1	1	1	1	1	3	1	1	1
OG0002589	1	1	1	1	1	1	2	2	1
OG0002590	2	1	1	1	2	1	1	1	1
OG0002592	2	1	2	1	1	1	1	1	1
OG0002593	2	1	1	1	2	1	1	1	1
OG0002594	1	1	1	1	1	1	3	1	1
OG0002595	1	1	1	1	1	2	1	1	2
OG0002596	2	1	1	1	1	1	1	2	1
OG0002597	1	2	1	1	1	1	1	1	2
OG0002598	1	2	1	1	1	2	1	1	1
OG0002599	1	1	1	2	2	2	0	1	1
OG0002600	1	1	1	0	0	2	4	1	1
OG0002601	1	1	1	1	1	1	2	2	1
OG0002602	1	2	1	1	1	2	1	1	1
OG0002603	1	1	1	1	1	3	1	1	1
OG0002604	1	1	3	1	1	1	1	1	1
OG0002605	1	1	1	0	1	4	1	1	1
OG0002607	1	1	1	1	2	1	1	2	1
OG0002608	1	1	1	2	2	1	1	1	1
OG0002610	3	1	1	1	1	1	1	1	1
OG0002611	1	1	1	1	1	3	1	1	1
OG0002612	1	1	1	1	1	1	2	2	1
OG0002613	2	2	0	2	1	1	1	1	1
