LG1
6000 0.000 LR999928.1	6220817 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5219 0.000 LR999928.1	166731 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5544 0.000 LR999928.1	2083970 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5687 0.000 LR999928.1	2870771 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6681 0.000 LR999928.1	13261638 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5220 0.000 LR999928.1	166749 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5218 0.000 LR999928.1	166724 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5229 0.000 LR999928.1	317126 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
19847 0.000 LR999936.1	13584263 ( 0 ) 110011010000001001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6189 1.111 LR999928.1	7749455 ( 0 ) 110011010000101001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
6190 1.111 LR999928.1	7749465 ( 0 ) 110011010000101001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6188 1.111 LR999928.1	7749452 ( 0 ) 110011010000101001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6192 1.111 LR999928.1	7749485 ( 0 ) 110011010000101001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6193 1.111 LR999928.1	7749509 ( 0 ) 110011010000101001101110011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5684 2.223 LR999928.1	2870757 ( 0 ) 110011010000101001101111011101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
5469 5.561 LR999928.1	1897747 ( 0 ) 110011010100111001101111111101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 3 0
5451 5.561 LR999928.1	1897535 ( 0 ) 110011010100111001101111111101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5454 5.561 LR999928.1	1897548 ( 0 ) 110011010100111001101111111101000001101010001101101010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3926 7.785 LR999927.1	7061061 ( 0 ) 110011010100111001101111111101000001101010001111111010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2 0
3927 8.896 LR999927.1	7098228 ( 0 ) 110011010100111001101111111101000001101010101111111010001001100000001010010111111001101011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
6390 15.602 LR999928.1	9809742 ( 0 ) 110011010101111001101111111101100001101010101111111010001001100110001011010111111001111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 6 0
6389 15.602 LR999928.1	9809741 ( 0 ) 110011010101111001101111111101100001101010101111111010001001100110001011010111111001111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6445 15.602 LR999928.1	10664995 ( 0 ) 110011010101111001101111111101100001101010101111111010001001100110001011010111111001111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
6102 15.602 LR999928.1	7329526 ( 0 ) 110011010101111001101111111101100001101010101111111010001001100110001011010111111001111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
5693 18.941 LR999928.1	2871007 ( 0 ) 110111110101111001101111111101100001101010101111111010001001100110101011010111111001111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 3 0
30104 50.075 LR999944.1	9502382 ( 0 ) 110100000101111000001111100100100000101010101111010010000001000110000011000010001000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0


LG2

LG3
29682 48.950 LR999944.1	6892876 ( 0 ) 000111100101111101001010011100001111101100011001010010101001000110100111000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
29685 50.061 LR999944.1	6892894 ( 0 ) 000111100101111101001010011100001011101100011001010010101001000110100111000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
10978 57.903 LR999931.1	5528127 ( 0 ) 000111100101111100001010010100001011001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 7 0
39631 59.014 LR999953.1	4542913 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
11455 59.014 LR999931.1	10856711 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
10987 59.014 LR999931.1	5590865 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11205 59.014 LR999931.1	8631327 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11454 59.014 LR999931.1	10856703 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11448 59.014 LR999931.1	10856606 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11449 59.014 LR999931.1	10856610 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11450 59.014 LR999931.1	10856676 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11451 59.014 LR999931.1	10856689 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11807 59.014 LR999931.1	13791895 ( 0 ) 000111100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11812 60.125 LR999931.1	13791908 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
11816 60.125 LR999931.1	13791930 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11811 60.125 LR999931.1	13791905 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11808 60.125 LR999931.1	13791896 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11739 60.125 LR999931.1	13388887 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
11805 60.125 LR999931.1	13791876 ( 0 ) 000101100101111100001010010100001001001100011001010010001000000010100011000111000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0

Lg4
3183 52.400 LR999926.1	14003083 ( 0 ) 000001010010000101010001001001111011010001100001001011000011001010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 5 0
2195 59.107 LR999926.1	3933928 ( 0 ) 000001010010000101010001001000000011010001100001001011000000001010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 6 0
3407 59.107 LR999926.1	15534947 ( 0 ) 000001010010000101010001001000000011010001100001001011000000001010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3402 59.107 LR999926.1	15534734 ( 0 ) 000001010010000101010001001000000011010001100001001011000000001010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3401 59.107 LR999926.1	15534723 ( 0 ) 000001010010000101010001001000000011010001100001001011000000001010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3399 60.218 LR999926.1	15534715 ( 0 ) 000001010010000101010001001000000011010001100001001011000000011010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
3395 61.329 LR999926.1	15534666 ( 0 ) 000001010010000101010001001000000111010001100001001011000000011010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
3398 61.329 LR999926.1	15534682 ( 0 ) 000001010010000101010001001000000111010001100001001011000000011010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3400 61.329 LR999926.1	15534722 ( 0 ) 000001010010000101010001001000000111010001100001001011000000011010000000010100000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3198 65.785 LR999926.1	14111583 ( 0 ) 000001010010000101010101001000000111010001100011001011000000011010000000010101100010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
3026 69.124 LR999926.1	11988058 ( 0 ) 000001010010000101010101001000000111011001100011001011000000011010000010110101100010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 3 0
3025 69.124 LR999926.1	11988057 ( 0 ) 000001010010000101010101001000000111011001100011001011000000011010000010110101100010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3004 74.702 LR999926.1	11801110 ( 0 ) 000001010010000101010101001000000111011001100111001011001000011011100010110101100010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 5 0
2532 74.702 LR999926.1	7295426 ( 0 ) 000001010010000101010101001000000111011001100111001011001000011011100010110101100010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3229 78.041 LR999926.1	14457455 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 3 0
2470 78.041 LR999926.1	6094705 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2468 78.041 LR999926.1	6094686 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2472 78.041 LR999926.1	6094802 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2467 78.041 LR999926.1	6094679 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2471 78.041 LR999926.1	6094756 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2464 78.041 LR999926.1	6094660 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2466 78.041 LR999926.1	6094673 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2469 78.041 LR999926.1	6094702 ( 0 ) 000001010110000101010101001010000111011001100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2463 79.152 LR999926.1	6094655 ( 0 ) 000001010110000101010101001010000111011101100111001011001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
2946 80.263 LR999926.1	11211541 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
3193 80.263 LR999926.1	14106203 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100110001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2444 81.374 LR999926.1	5824469 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
2443 81.374 LR999926.1	5824228 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3408 81.374 LR999926.1	15534957 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3403 81.374 LR999926.1	15534914 ( 0 ) 000001010110000101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2577 82.486 LR999926.1	7546313 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
2786 82.486 LR999926.1	9912675 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2465 82.486 LR999926.1	6094669 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2424 82.486 LR999926.1	5749696 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2731 82.486 LR999926.1	8845003 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2283 82.486 LR999926.1	4522565 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2727 82.486 LR999926.1	8844970 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2732 82.486 LR999926.1	8845019 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3464 82.486 LR999926.1	16349057 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3135 82.486 LR999926.1	13434241 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2578 82.486 LR999926.1	7546329 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3405 82.486 LR999926.1	15534937 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2783 82.486 LR999926.1	9912639 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3406 82.486 LR999926.1	15534941 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3404 82.486 LR999926.1	15534923 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2576 82.486 LR999926.1	7546303 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
3465 82.486 LR999926.1	16349102 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2579 82.486 LR999926.1	7569148 ( 0 ) 000001010110001101010101001010000111011101100111001111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2722 83.597 LR999926.1	8844695 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
2735 83.597 LR999926.1	8845036 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2721 83.597 LR999926.1	8844694 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2720 83.597 LR999926.1	8844649 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2726 83.597 LR999926.1	8844934 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2720 83.597 LR999926.1	8844649 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
2723 83.597 LR999926.1	8844711 ( 0 ) 000001010110001101010101001010000111011101100111101111001000011011100010110101100111001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0

LG5
18472 0.000 LR999936.1	745004 ( 0 ) 110011111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18472 0.000 LR999936.1	745004 ( 0 ) 110011111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18802 0.000 LR999936.1	3751149 ( 0 ) 110011111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18728 0.000 LR999936.1	3303575 ( 0 ) 110011111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18473 0.000 LR999936.1	939011 ( 0 ) 110011111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18937 1.111 LR999936.1	5227231 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
19422 1.111 LR999936.1	9950225 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
19822 1.111 LR999936.1	13206311 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18939 1.111 LR999936.1	5227470 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18942 1.111 LR999936.1	5227531 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18932 1.111 LR999936.1	5227155 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18959 1.111 LR999936.1	5391047 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18940 1.111 LR999936.1	5227477 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18936 1.111 LR999936.1	5227230 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
19112 1.111 LR999936.1	7163755 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18934 1.111 LR999936.1	5227224 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18941 1.111 LR999936.1	5227482 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
19421 1.111 LR999936.1	9949199 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18935 1.111 LR999936.1	5227227 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18933 1.111 LR999936.1	5227212 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18938 1.111 LR999936.1	5227454 ( 0 ) 110001111010100010101111111110011010000111110001111011001111000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
18945 3.335 LR999936.1	5227594 ( 0 ) 110001111010100010101111111110010010000111110001111011001101000110000100100000110101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2 0
19767 7.791 LR999936.1	12800881 ( 0 ) 110001111010100010101011001110010010000111110001111011001101000110000100100000110001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
19044 10.015 LR999936.1	6439028 ( 0 ) 110001111010100010101011001110000010000111110001110011001101000110000100100000110001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 2 0
19545 13.353 LR999936.1	10930081 ( 0 ) 110001111010100010101011001100000010000011110001110011001101000010000100100000110001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 3 0
19543 13.353 LR999936.1	10930064 ( 0 ) 110001111010100010101011001100000010000011110001110011001101000010000100100000110001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
19346 13.353 LR999936.1	9497737 ( 0 ) 110001111010100010101011001100000010000011110001110011001101000010000100100000110001111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0

LG7
31775 0.000 LR999945.1	12143054 ( 0 ) 100011001111100110111101101000101110100110110101011111111011110111111000101010001101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
31773 0.000 LR999945.1	12143041 ( 0 ) 100011001111100110111101101000101110100110110101011111111011110111111000101010001101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
31772 0.000 LR999945.1	12143040 ( 0 ) 100011001111100110111101101000101110100110110101011111111011110111111000101010001101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0
31774 0.000 LR999945.1	12143046 ( 0 ) 100011001111100110111101101000101110100110110101011111111011110111111000101010001101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 0 0


LG12
13665 57.872 LR999933.1	1162927 ( 0 ) 111000010110100010001111101010100111011111101001110101101100100110010101000010111000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
13803 62.328 LR999933.1	2500092 ( 0 ) 111000010110100010001111101010000111011111101001110101101100100110010101010000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
13804 63.440 LR999933.1	2500156 ( 0 ) 111000010110100010001111101010000111011111101001110101101100100110010101010000011000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 1 0
40862 67.896 LR999940.1	1049611 ( 0 ) 111000010111100011001111101010000111111111101001110101101100100110010101010000011000110001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 4 0
