chrom begin end count_gene length_gene
LR999935.1 10200001 10300000 6 13020
LR999935.1 10300001 10400000 6 26121
LR999935.1 10400001 10500000 1 1559
LR999935.1 10500001 10600000 0 
LR999935.1 10600001 10700000 3 10998
LR999935.1 10700001 10800000 2 6357
LR999935.1 10800001 10900000 0 
LR999935.1 10900001 11000000 6 18863
LR999935.1 11000001 11100000 10 27642
LR999935.1 11100001 11200000 7 28384
LR999935.1 11200001 11300000 4 8099
LR999935.1 11300001 11400000 1 4250
LR999935.1 11400001 11500000 7 22150
LR999935.1 11500001 11600000 6 21073
LR999935.1 11600001 11700000 2 28227
LR999935.1 11700001 11800000 3 15005
LR999935.1 11800001 11900000 1 25894
LR999935.1 11900001 12000000 0 
LR999935.1 12000001 12100000 0 
LR999935.1 12100001 12200000 6 27144
LR999935.1 12200001 12300000 9 34746
LR999935.1 12300001 12400000 5 23635
LR999935.1 12400001 12500000 5 23206
LR999935.1 12500001 12600000 0 
LR999935.1 12600001 12700000 5 40373
LR999935.1 12700001 12800000 6 38350
LR999935.1 12800001 12900000 3 18021
LR999935.1 12900001 13000000 3 22001
LR999935.1 13000001 13100000 0 
LR999935.1 13100001 13200000 0 
LR999935.1 13200001 13300000 4 9393
LR999935.1 13300001 13400000 0 
LR999935.1 13400001 13500000 6 28868
LR999935.1 13500001 13600000 1 254
LR999935.1 13600001 13700000 3 7653
LR999935.1 13700001 13800000 1 983
LR999935.1 13800001 13900000 0 
LR999935.1 13900001 14000000 0 
LR999935.1 14000001 14100000 0 
LR999935.1 14100001 14200000 0 
LR999935.1 14200001 14300000 2 4733
LR999935.1 14300001 14400000 2 6683
LR999935.1 14400001 14500000 0 
LR999935.1 14500001 14600000 1 1253
LR999935.1 14600001 14700000 0 
LR999935.1 14700001 14800000 0 
LR999935.1 14800001 14868897 4 20594
