chrom begin end CDS_length
LR999934.1 6000001 8000000 45434
LR999934.1 8000001 10000000 74249
LR999934.1 10000001 12000000 84190
LR999934.1 12000001 14000000 57336
LR999934.1 14000001 14945938 43856
LR999935.1 1 2000000 87257
LR999935.1 2000001 4000000 53603
LR999935.1 4000001 6000000 44495
LR999935.1 6000001 8000000 121583
LR999935.1 8000001 10000000 68781
LR999935.1 10000001 12000000 72868
LR999935.1 12000001 14000000 60680
LR999935.1 14000001 14868897 9565
LR999936.1 1 2000000 68637
LR999936.1 2000001 4000000 51157
LR999936.1 4000001 6000000 112002
LR999936.1 6000001 8000000 48844
LR999936.1 8000001 10000000 61402
LR999936.1 10000001 12000000 40826
LR999936.1 12000001 14000000 43932
LR999936.1 14000001 14774369 7443
LR999937.1 1 2000000 46960
LR999937.1 2000001 4000000 30989
LR999937.1 4000001 6000000 62714
LR999937.1 6000001 8000000 57124
LR999937.1 8000001 10000000 27124
LR999937.1 10000001 12000000 47484
LR999937.1 12000001 14000000 34612
LR999937.1 14000001 14615999 10564
LR999938.1 1 2000000 27796
LR999938.1 2000001 4000000 44390
LR999938.1 4000001 6000000 22950
LR999938.1 6000001 8000000 34680
LR999938.1 8000001 10000000 51892
LR999938.1 10000001 12000000 54907
LR999938.1 12000001 14000000 68112
LR999938.1 14000001 14605406 28085
LR999939.1 1 2000000 40289
LR999939.1 2000001 4000000 29634
LR999939.1 4000001 6000000 43015
LR999939.1 6000001 8000000 72981
LR999939.1 8000001 10000000 61063
LR999939.1 10000001 12000000 57867
LR999939.1 12000001 13916383 42619
LR999940.1 1 2000000 29993
LR999940.1 2000001 4000000 30273
LR999940.1 4000001 6000000 18514
LR999940.1 6000001 8000000 18601
LR999940.1 8000001 10000000 16691
LR999940.1 10000001 12000000 26763
LR999940.1 12000001 13819298 25522
LR999941.1 1 2000000 39625
LR999941.1 2000001 4000000 58130
LR999941.1 4000001 6000000 43725
LR999941.1 6000001 8000000 117444
LR999941.1 8000001 10000000 86513
LR999941.1 10000001 12000000 51619
LR999941.1 12000001 13774036 43673
LR999942.1 1 2000000 29437
LR999942.1 2000001 4000000 74984
LR999942.1 4000001 6000000 85868
LR999942.1 6000001 8000000 63165
LR999942.1 8000001 10000000 52105
LR999942.1 10000001 12000000 67646
LR999942.1 12000001 13550656 39840
LR999943.1 1 2000000 54450
LR999943.1 2000001 4000000 77368
LR999943.1 4000001 6000000 78154
LR999943.1 6000001 8000000 71698
LR999943.1 8000001 10000000 78666
LR999943.1 10000001 12000000 43956
LR999943.1 12000001 13236624 22299
LR999944.1 1 2000000 44030
LR999944.1 2000001 4000000 41854
LR999944.1 4000001 6000000 39190
LR999944.1 6000001 8000000 52116
LR999944.1 8000001 10000000 24969
LR999944.1 10000001 12000000 43052
LR999944.1 12000001 12933853 32657
LR999945.1 1 2000000 80630
LR999945.1 2000001 4000000 48184
LR999945.1 4000001 6000000 124891
LR999945.1 6000001 8000000 81929
LR999945.1 8000001 10000000 54973
LR999945.1 10000001 12000000 33958
LR999945.1 12000001 12861081 14728
LR999946.1 1 2000000 56908
LR999946.1 2000001 4000000 40068
LR999946.1 4000001 6000000 59432
LR999946.1 6000001 8000000 100247
LR999946.1 8000001 10000000 36044
LR999946.1 10000001 12000000 30230
LR999946.1 12000001 12594674 22135
LR999947.1 1 2000000 53873
LR999947.1 2000001 4000000 33038
LR999947.1 4000001 6000000 56681
LR999947.1 6000001 8000000 35315
LR999947.1 8000001 10000000 59889
LR999947.1 10000001 11704087 37512
LR999948.1 1 2000000 28053
LR999948.1 2000001 4000000 46631
LR999948.1 4000001 6000000 46676
LR999948.1 6000001 8000000 47578
LR999948.1 8000001 10000000 46121
LR999948.1 10000001 11326783 25743
LR999949.1 1 2000000 61039
LR999949.1 2000001 4000000 37090
LR999949.1 4000001 6000000 56969
LR999949.1 6000001 8000000 72583
LR999949.1 8000001 10000000 46178
LR999949.1 10000001 11199261 39009
LR999950.1 1 2000000 63014
LR999950.1 2000001 4000000 36802
LR999950.1 4000001 6000000 28673
LR999950.1 6000001 8000000 33899
LR999950.1 8000001 9960137 40150
LR999951.1 1 2000000 22564
LR999951.1 2000001 4000000 62186
LR999951.1 4000001 6000000 33911
LR999951.1 6000001 8000000 40688
LR999951.1 8000001 9839934 36442
LR999952.1 1 2000000 52715
LR999952.1 2000001 4000000 37170
LR999952.1 4000001 6000000 69035
LR999952.1 6000001 8000000 57949
LR999952.1 8000001 8262369 672
LR999953.1 1 2000000 75129
LR999953.1 2000001 4000000 62742
LR999953.1 4000001 6000000 86314
LR999953.1 6000001 8000000 52221
LR999953.1 8000001 8178468 1820
LR999954.1 1 2000000 67494
LR999954.1 2000001 4000000 58667
LR999954.1 4000001 6000000 34328
LR999954.1 6000001 7379297 45237
LR999955.1 1 2000000 66336
LR999955.1 2000001 4000000 79241
LR999955.1 4000001 6000000 64323
LR999955.1 6000001 6166334 
