"chrom" "genes_dens" "CDS_dens" "gains_dens" "rpt_dens" "LINE_dens" "SINE_dens" "nonLTR_dens" "LTR_dens" "DNA_dens" "TcM_dens" "simple_dens" "genes_dens_sd" "CDS_dens_sd" "gains_dens_sd" "rpt_dens_sd" "LINE_dens_sd" "SINE_dens_sd" "nonLTR_dens_sd" "LTR_dens_sd" "DNA_dens_sd" "TcM_dens_sd" "simple_dens_sd" "genes_prop" "CDS_prop" "gains_prop" "rpt_prop" "LINE_prop" "SINE_prop" "nonLTR_prop" "LTR_prop" "DNA_prop" "TcM_prop" "simple_prop" "genes_prop_sd" "CDS_prop_sd" "gains_prop_sd" "rpt_prop_sd" "LINE_prop_sd" "SINE_prop_sd" "nonLTR_prop_sd" "LTR_prop_sd" "DNA_prop_sd" "TcM_prop_sd" "simple_prop_sd" "chr_length" "chr_type" "rr_mean" "rr_sd" "GC"
"11" "LR999934.1" 0.0300929104233047 0.0300929104233047 0.0025 1.94463576563686 0.0980625777006527 0.290930666835459 0.213650256412154 0.0345714785218482 0.159648344156805 0.0107375077700653 0.332332446999698 0.0128963712885003 0.0128963712885003 0.0029277002188456 0.151460636645803 0.0202332429276561 0.0823475016613519 0.0297073471863267 0.0100611119692069 0.0433472895750907 0.00648248558019327 0.0371989388033041 0.219091594132491 0.0282616183234261 0.014734375 0.279138175204268 0.0287156572887177 0.0536442772909007 0.0554285583748618 0.0119153984696936 0.0262341489489797 0.00264532493620089 0.0136872312360852 0.0979379541312451 0.0126050253711322 0.0249113922013747 0.0464232016067327 0.0152358356954629 0.0155440418462753 0.0134618258352378 0.00574043201240699 0.0121485068386687 0.00162951387603233 0.00150351183211476 14945938 "Autosome" 3.830474025875 3.58221812768565 0.337902625
"12" "LR999935.1" 0.0326072449467543 0.0326072449467543 0.000625 1.4085127961801 0.0677270412229528 0.215169677835808 0.141562432889054 0.0200954082445906 0.102209286169707 0.00571930274819685 0.336146328189647 0.0136312557979093 0.0136312557979093 0.000582482372510718 0.132784541057948 0.0128404599650072 0.0437254282834818 0.0272230519630504 0.00500238359411272 0.0192910519162172 0.00226558037294169 0.0189126482020599 0.149233420962654 0.0332052136573006 0.0019323125 0.179662182999682 0.0157617599030725 0.0384050401586005 0.0358541782040909 0.00602335934164233 0.014994225300798 0.00130910645141196 0.0143812682492142 0.0695060495231585 0.0148491151641676 0.00261687659976409 0.0217979978859223 0.00428133731033456 0.00809151088156908 0.0115589520491658 0.00260095369773732 0.00400551664769545 0.000519166963808546 0.00109884471569436 14868897 "Autosome" 3.58905952375 0.932888485310601 0.330801125
"13" "LR999936.1" 0.0294892175112898 0.0294892175112898 0.00135926525338695 1.70600630973412 0.0877514403662853 0.280496611515311 0.182617976216765 0.0305818700451593 0.124001440366285 0.00764029576016085 0.331907594279988 0.0132414559390197 0.0132414559390197 0.00108417218244459 0.273909009252813 0.0219562647791704 0.0679424690251317 0.0484031151379652 0.0121961863257844 0.0198825391053333 0.00322571008584801 0.0193325838213963 0.179191995047016 0.027876462093653 0.00235926312722036 0.242590464832899 0.0222140796762429 0.0522133810038399 0.0519017636948599 0.0108961914575771 0.0202637275213755 0.00212661505311098 0.014006519269318 0.0866247151240631 0.0135326056989779 0.00191600827909912 0.0618946087168296 0.00758279449816583 0.0123127692421409 0.0278361154246668 0.00617888787788246 0.00435588378332621 0.000890658903793718 0.000940681868163786 14774369 "Autosome" 2.9362026515 1.14079466609444 0.33310125
"14" "LR999937.1" 0.0210129912954404 0.0210129912954404 0.00121834481468314 1.69954254511777 0.0969253444404942 0.273064981842503 0.184193223325038 0.0326964394422718 0.118986223699227 0.00773376722202471 0.328775222950849 0.00601200526720618 0.00601200526720618 0.00102932211888699 0.287757977249288 0.022917920699723 0.0728981960977968 0.0551139477614961 0.010726802608684 0.0219915055190053 0.0020434214446587 0.0131710055958158 0.129380359364829 0.0213316098111563 0.00466532886619946 0.241512477319261 0.0254004317325393 0.0508688343958351 0.0476890817403924 0.0129495664355786 0.0193605570622883 0.00188682804923385 0.0138738700656373 0.0328818431889719 0.0064514431689374 0.00691767264099443 0.0514052907668664 0.00676287389789156 0.012918747292749 0.0169316511167682 0.00837383624480481 0.00581062698758676 0.000667930752611494 0.0011449355132208 14615999 "Autosome" 4.273347810125 1.41874662294628 0.33154975
"15" "LR999938.1" 0.0273437443219922 0.0273437443219922 0.0009375 1.56565493053422 0.0814843664829883 0.258872735816956 0.16653011223047 0.0220267840919978 0.109021191770481 0.00617633806899833 0.338222049748433 0.0106056957063137 0.0106056957063137 0.000979704766024657 0.321778416252911 0.0187312394603625 0.0850825635190917 0.0518457447415958 0.00700186979575592 0.0239270729855629 0.00304243439127064 0.0335094121526324 0.159060700788397 0.0248442320279697 0.00285975 0.212870493615029 0.0200730742454237 0.0475764248591028 0.0440829288799582 0.00756088604837085 0.0180944284362477 0.00187428066516519 0.0144074365425846 0.0988548937011486 0.0114580140284952 0.00385005953571778 0.0481559560643378 0.00686901427478019 0.0154624717392622 0.0127121934470735 0.00514717541215388 0.00358846385475086 0.00123673990462924 0.00143915802254381 14605406 "Autosome" 2.20032653042857 1.07423737907219 0.330465375
"16" "LR999939.1" 0.0246527145147917 0.0246527145147917 0.000649090388358844 1.63299167773725 0.0849651380453997 0.275237735135111 0.179629739946854 0.0234075163248384 0.111310321915221 0.00776415167829932 0.338212040897581 0.00763740261658786 0.00763740261658786 0.000902768051174618 0.330404848674114 0.0226619986297883 0.0757782360588439 0.0562752519365961 0.00642986400673594 0.0174417888528262 0.00293633765905876 0.0204330023635935 0.135670272501635 0.0249519702021613 0.00150443787489244 0.217382759471358 0.0194178934762966 0.0504728340175215 0.043555296183301 0.00714968267497378 0.0170888363632352 0.00210740637071429 0.0142034716026792 0.0568557426754059 0.00736176828973193 0.00180214131876044 0.0510948087886054 0.00602855628902576 0.0141755424794211 0.0134668372411122 0.00384436158077984 0.00254856523334334 0.00089984915622709 0.000966798470136579 13916383 "Autosome" 3.569102041 1.40256205608431 0.326823714285714
"17" "LR999940.1" 0.0165482163999521 0.0165482163999521 0.0110274144988106 1.76127934440333 0.212237571462022 0.0342691147119069 0.457259893101625 0.192310446195652 0.12039812844609 0.0174767878285235 0.279636181962179 0.00372961673833192 0.00372961673833192 0.00215248582132336 0.14531100313669 0.0267798664822126 0.00634756512240846 0.0517435649955388 0.020937907852886 0.0152270663512787 0.00336768265042849 0.0337046999960611 0.082320190965966 0.012063712558753 0.0552587063790539 0.663549437920404 0.118909250289005 0.00736503421060525 0.317059709560187 0.105069968653608 0.0329638484641564 0.00371844903081141 0.0133571735859499 0.0240294672651754 0.00297148263849249 0.017811120328985 0.0488046768064899 0.0161337101577365 0.00147684880313464 0.0311193204546068 0.00951752606919758 0.00718792041985269 0.000739178494342755 0.00187677087093007 13819298 "W" 0 0 0.369908428571429
"18" "LR999941.1" 0.031891216573798 0.031891216573798 0.00117015132242444 1.54795155839968 0.079275084287225 0.259129949851235 0.160250719183344 0.0210600119888049 0.10466127052342 0.00603774814684063 0.339629949851235 0.015414591554693 0.015414591554693 0.000413300251831916 0.187847781021056 0.0117884558459124 0.0557808833607838 0.0376936742041779 0.00756803872027636 0.0159345492225258 0.00199265667625996 0.0221494477309414 0.135276032016744 0.0318779824252238 0.00514882218721282 0.199461060754444 0.0196179344245873 0.0462909522887762 0.03758106742366 0.00648134293667096 0.0163310566846284 0.00131648896559677 0.0142501049121889 0.039418577388252 0.0141032276229783 0.00526274511039371 0.0303937454206224 0.00280527503360357 0.00979143991436065 0.00969086149504387 0.0030010218789832 0.00454622525508132 0.000432174939416702 0.00122149031295195 13774036 "Autosome" 3.73448595842857 2.40287741261129 0.329009285714286
"19" "LR999942.1" 0.0320836158558516 0.0320836158558516 0.00192857142857143 1.63137453052128 0.0822683059851536 0.276404347210839 0.174666895632742 0.0253599965802492 0.114868557749568 0.00572768170374345 0.329140153770865 0.0106603254076046 0.0106603254076046 0.00293582145558064 0.290157319059333 0.0153879462105037 0.067909649924426 0.047412117900253 0.0120000210053459 0.0213250449539434 0.00178779362367975 0.0167109005476688 0.166480510907826 0.0303278360199996 0.00665028571428571 0.214659814882402 0.0205393610166094 0.0499785010524578 0.0411235683743802 0.00867379160451171 0.0165785416619989 0.00154698572548835 0.0136021597849095 0.0517268998442138 0.0091964535614163 0.00746507375414081 0.0407260546481651 0.00582270795337013 0.0124862201105277 0.00963198700462543 0.00534547301804871 0.0030347030353749 0.000713343100425776 0.000754806168231415 13550656 "Autosome" 3.63191575085714 1.45246297977194 0.3312
"20" "LR999943.1" 0.032915382525327 0.032915382525327 0.000758379033793388 1.71017797672188 0.0823644114945206 0.299532383096467 0.178406023403811 0.0246252719385313 0.118791198340921 0.00779807605221959 0.342602027085725 0.00885721085994649 0.00885721085994649 0.00103101477072405 0.190550609826419 0.0157422887059233 0.0569134401124688 0.0424681590267346 0.00713017077904661 0.0151369151289971 0.00325248814718504 0.0187642678909341 0.175842774028091 0.0314540226459873 0.00119430625685045 0.224567551768594 0.0191942360657495 0.05450313817712 0.0420154722839879 0.00871755006533918 0.0160491316237942 0.00195818040730246 0.0145287291187251 0.0516473775917414 0.00894056803433422 0.00238440036328714 0.0311823390605007 0.00612841963529093 0.00977590169574541 0.0112455997826295 0.00376620847234621 0.00289188301876087 0.00103084921615199 0.000883900235483915 13236624 "Autosome" 4.67314141414286 3.62707660130853 0.330772571428571
"21" "LR999944.1" 0.0223238050161153 0.0223238050161153 0.00108154747818217 1.8017147128999 0.0880678512265084 0.296968433927579 0.197297604961074 0.0417029743592254 0.14776844068912 0.0112136894901324 0.327932098061931 0.00667378439831949 0.00667378439831949 0.00113346572386313 0.278052541037313 0.0254570617648352 0.0860752607839843 0.0690638650044001 0.0226837781647136 0.044934502840737 0.00620429407769117 0.0250377564741252 0.13209004110497 0.0225108102807095 0.00437467127305598 0.259659115646757 0.0218223940841255 0.0539852460990725 0.0471242491738911 0.017908896565856 0.0288275644228803 0.00320734610655302 0.0138384040216792 0.0238700194115361 0.00683826525334529 0.00890513126690625 0.0563871789922993 0.010624509542092 0.0151083966129651 0.0164148011728485 0.0148417711761483 0.0157392064601995 0.0013154702701067 0.000931233190053252 12933853 "Autosome" 4.09952380957143 1.99019185609276 0.337439142857143
"22" "LR999945.1" 0.0314908530257731 0.0314908530257731 0.00140323740905742 1.67187245558614 0.0895696813490418 0.292462384242266 0.182899742964284 0.0237950411003312 0.115871402839653 0.00706685508431511 0.335969244472936 0.0162749527531591 0.0162749527531591 0.000900114025041133 0.204677361640794 0.021166711351627 0.0582380941139364 0.0345013705678817 0.00540368785523563 0.0166963301881043 0.00120552462344153 0.0231862385053583 0.182981114405696 0.0327695117088703 0.00577921962410372 0.219040253603983 0.0205116739375937 0.0535336579397624 0.0410827870820847 0.00760156227877683 0.0163931797478983 0.00201760485540849 0.0140239040797887 0.0748557253841585 0.0163437647593379 0.00622738900132864 0.0309170462601125 0.00439637217395757 0.0103129458056931 0.00768774829124157 0.00366983028764617 0.00262765978857738 0.000797072146201351 0.001270197649203 12861081 "Autosome" 4.79179166657143 1.73831587874207 0.334967428571429
"23" "LR999946.1" 0.0288173477040722 0.0288173477040722 0.000954513373233546 1.68335944087493 0.0887903470761171 0.302314524548624 0.207846863755844 0.0297139328198547 0.117726021556108 0.0075 0.33244246979978 0.0132097633329979 0.0132097633329979 0.00057010037424452 0.327374180854393 0.0158297961309945 0.0775432983510586 0.0538674424596219 0.0121104911893551 0.0361901355245587 0.00967815409397198 0.0223772697512718 0.173467113800647 0.0283837963736674 0.00336052255689672 0.238406553437682 0.020736097392617 0.0545609642411521 0.055158717068031 0.00970772550482641 0.0186906409908142 0.00206935714285714 0.0180565022434861 0.0517730064234937 0.0122858757106954 0.00291257170603952 0.0521630143749148 0.00511398398821811 0.0127124763972316 0.0242045621778353 0.00599762178892609 0.00867209501076763 0.00233164583706956 0.0100142493938873 12594674 "Autosome" 2.80085901028571 2.06949991293795 0.335622142857143
"24" "LR999947.1" 0.0246332218268981 0.0246332218268981 0.00286227483299464 2.08607982544318 0.10671402472409 0.412162969721225 0.243635091840968 0.0270933007430567 0.143861717300819 0.00932235374915326 0.329444947744256 0.00643795706550657 0.00643795706550657 0.003513452679427 0.0965539227873023 0.0105559922041678 0.0413385623258983 0.0235869766261555 0.00691870681054292 0.018575172306319 0.00382547770269497 0.0210053982463499 0.1999846433757 0.0235684934343141 0.0126607796559096 0.295997706725312 0.026705258067761 0.0762189998872808 0.0604998602728323 0.00917641893405873 0.0207671110426972 0.00242400434064302 0.0135100036827638 0.0493857965319988 0.00568900444816817 0.0131145769051013 0.0143570446815643 0.00504436108186134 0.00748924028020091 0.00504111755473985 0.00336812819104672 0.00427426833801877 0.000703948247024755 0.000837177890003998 11704087 "Autosome" 3.281729798 1.77609108726966 0.3346405
"25" "LR999948.1" 0.0223481443461365 0.0223481443461365 0.0012089504588668 2.05744032822248 0.110758001245619 0.390615657571736 0.259929881399847 0.0288990678958051 0.139475591461955 0.0103805541298012 0.337118764585718 0.00560481474538771 0.00560481474538771 0.00122871482193526 0.192156589591585 0.0162877188814672 0.0692107604482001 0.0517385578525773 0.00485992661342489 0.0189465076667699 0.00421255435108876 0.0257523441638223 0.151401445433365 0.0211553449959413 0.00723017147535304 0.288401449188878 0.0258448122669017 0.0717239292316453 0.0651451820987933 0.010297270226053 0.0202677108506063 0.00226523073925176 0.0142271442239738 0.0420919983200247 0.00384418152604992 0.0136344665036623 0.0375554770681799 0.00559881201286339 0.0113385666054893 0.0228253067503584 0.00391438308242799 0.00406038101595753 0.000516803179550063 0.000885045551889193 11326783 "Autosome" 3.38447420633333 1.84572444703629 0.338505833333333
"26" "LR999949.1" 0.0287810300120936 0.0287810300120936 0.00138897447400246 2.12350723146727 0.104205912849663 0.383765185949236 0.266283634949634 0.0340861576420812 0.162818478907705 0.0122228213180172 0.342925690487725 0.00725848298542613 0.00725848298542613 0.000611522693395903 0.270900616706877 0.0225580726363022 0.09403798643019 0.0505887944653286 0.0079118323066638 0.0449586601425795 0.00545775707724954 0.0302436711751457 0.212227177786987 0.0282428385896954 0.00535450862246278 0.297143281892071 0.0243243525744187 0.0703331290835912 0.0686852984151629 0.0107635670279447 0.0236889245907827 0.0021016865489803 0.0142234928877033 0.0450925071777013 0.00646515672037845 0.00448594119827135 0.037597850908413 0.00616588925129196 0.0181424705502434 0.0240625661992711 0.0044878318025541 0.00988959758687209 0.000762221859203599 0.00128635829068409 11199261 "Autosome" 4.5136571428 2.77098322907648 0.3458905
"27" "LR999950.1" 0.0189793136908288 0.0189793136908288 0.00120203368438022 1.85825472489933 0.0891555453011703 0.354861869604012 0.220492088512181 0.0314932000161213 0.128822656885718 0.00582643789694292 0.327842581156317 0.00388270831302166 0.00388270831302166 0.0011495484903628 0.140966787628835 0.0172669661898163 0.026561639170195 0.0467968177493122 0.0107278251236707 0.00885732349775029 0.00196844129493971 0.0282085781927137 0.137350828057069 0.020335452427866 0.00556248135211978 0.247471810595637 0.0195890671488268 0.064107755181347 0.051582633165743 0.0114123481664292 0.0172783383088019 0.00153833981935957 0.0139917546610773 0.0623001978800633 0.00663361766192671 0.00708160670470974 0.0326025420479039 0.00414959151587703 0.00470635161184363 0.0159515693881963 0.00534178359858472 0.00210029172173742 0.000697061807225236 0.00124435046250709 9960137 "Autosome" 4.8649015152 2.66629564510173 0.33591
"28" "LR999951.1" 0.0192044842912844 0.0192044842912844 0.00100869955117955 2.26967085058486 0.108226726393447 0.450863497495019 0.271084304763106 0.0344958744172345 0.162748878818479 0.00980008967712972 0.335163407817889 0.00397779567080807 0.00397779567080807 0.000603741643403192 0.232213620241032 0.0149388990429379 0.0867331176121058 0.0335135624739249 0.0096260679382271 0.00910260147134135 0.00448058091778684 0.0117094774597224 0.148942764192411 0.0198961290440853 0.00256871623286487 0.301368189948553 0.0243457937099918 0.0817827520606717 0.0575380517076156 0.0102222234022525 0.0218429294027938 0.00318067784540098 0.0135932460879575 0.0347300809104432 0.0072185373007305 0.00306578668479864 0.0273835916029743 0.00510940603899173 0.0145401597305007 0.00295463647653477 0.00519471487729567 0.00218878542308175 0.00177880482597808 0.000912296383834061 9839934 "Autosome" 6.01698717933333 0.666817414493146 0.3383496
"29" "LR999952.1" 0.0231 0.0231 0.0012 2.64861671691396 0.102321133213146 0.402870273927179 0.30488968856839 0.0310491407140325 0.210807384637667 0.0150491407140325 0.442957035701626 0.0142714750463994 0.0142714750463994 0.00115108644332213 0.219426219888922 0.0240944283300646 0.180113168673903 0.0811607536954356 0.0099710303122384 0.0588436726997147 0.00520932568082263 0.178670622924779 0.1923097 0.0221991556399575 0.0062902 0.361612620515381 0.0296645544614646 0.0733330637948843 0.0717069551273207 0.00915503288193346 0.0283494628774741 0.00276877547118753 0.017923214872565 0.119281003568045 0.0123859504896821 0.00638123174434215 0.0477111715817387 0.0130110733630129 0.0313244593237235 0.023590852239177 0.00649065190233811 0.0096069001269533 0.000962808806548289 0.00590779785257932 8262369 "Autosome" 3.10254166675 1.23582664865587 0.3571466
"30" "LR999953.1" 0.0319619472398413 0.0319619472398413 0.00362064907994711 2.53607350561445 0.121119472398413 0.442372575475716 0.376993224555663 0.0556445435596297 0.236898823318466 0.0199206490799471 0.330597646636932 0.0101886809042549 0.0101886809042549 0.00224169914401154 0.331887996019017 0.0311481947243407 0.116819341075519 0.0650450059123577 0.02645678292837 0.0476368436159262 0.0104131534630206 0.0364308656879649 0.201371818925522 0.0296801813255037 0.0180511874756259 0.397464499217787 0.0369502933814465 0.0824660835331824 0.101177856435888 0.0178682673375619 0.0423983480556738 0.00468846551538651 0.013970927121949 0.107172285654362 0.0126387068415808 0.0112770709275993 0.0392876757155284 0.0197550517180355 0.0211080951052251 0.0300402267299471 0.014426970409425 0.0205641698743068 0.00333391738611503 0.00137731535041305 8178468 "Autosome" 7.3125 3.72329384369695 0.3611176
